from_city,to_city,airline,flight_number,departure,arrival,price,currency
Sydney,Dubai,Singapore Airlines,SI245,2025-06-06T15:25,2025-06-06T18:25,819,USD
Madrid,Paris,Alitalia,AL352,2025-06-17T15:25,2025-06-17T19:25,1280,USD
Toronto,Melbourne,United Airlines,UN987,2025-11-25T15:25,2025-11-26T03:25,1201,USD
Frankfurt,New York,Air China,AI949,2025-07-03T15:25,2025-07-04T06:25,965,USD
Toronto,Singapore,Alitalia,AL797,2025-10-19T15:25,2025-10-19T18:25,1274,USD
New York,Chicago,Air India,AI778,2025-09-12T15:25,2025-09-13T03:25,204,USD
New York,Delhi,Singapore Airlines,SI722,2025-09-08T15:25,2025-09-08T20:25,1489,USD
Moscow,New York,American Airlines,AM351,2025-11-28T15:25,2025-11-29T06:25,737,USD
Sydney,Rome,Japan Airlines,JA279,2025-09-08T15:25,2025-09-09T00:25,1421,USD
Tokyo,Sydney,American Airlines,AM750,2025-09-06T15:25,2025-09-06T22:25,265,USD
Beijing,Singapore,Air France,AI166,2025-11-08T15:25,2025-11-08T21:25,826,USD
Paris,Bangkok,Cathay Pacific,CA228,2025-06-25T15:25,2025-06-26T01:25,845,USD
London,Tokyo,British Airways,BR267,2025-07-09T15:25,2025-07-10T05:25,1300,USD
Hong Kong,Chicago,Air India,AI989,2025-08-25T15:25,2025-08-25T20:25,293,USD
Dubai,Singapore,Air France,AI578,2025-09-09T15:25,2025-09-10T06:25,1071,USD
Istanbul,New York,Delta,DE878,2025-08-23T15:25,2025-08-24T02:25,695,USD
Hong Kong,Dubai,Emirates,EM992,2025-11-11T15:25,2025-11-11T21:25,482,USD
Singapore,Toronto,Alitalia,AL234,2025-11-11T15:25,2025-11-11T23:25,906,USD
Madrid,Bangkok,Emirates,EM201,2025-10-01T15:25,2025-10-01T19:25,198,USD
Chicago,Dubai,Delta,DE256,2025-11-22T15:25,2025-11-23T01:25,525,USD
London,Madrid,Air France,AI890,2025-11-10T15:25,2025-11-10T20:25,362,USD
New York,Dubai,Cathay Pacific,CA348,2025-08-14T15:25,2025-08-15T04:25,281,USD
Moscow,Tokyo,British Airways,BR837,2025-11-01T15:25,2025-11-01T21:25,1043,USD
Dubai,London,Qantas,QA384,2025-06-17T15:25,2025-06-17T22:25,205,USD
Los Angeles,London,Singapore Airlines,SI974,2025-09-04T15:25,2025-09-05T01:25,502,USD
London,Sydney,Singapore Airlines,SI319,2025-07-07T15:25,2025-07-07T17:25,341,USD
Bangkok,Frankfurt,Air China,AI312,2025-07-29T15:25,2025-07-30T06:25,763,USD
London,Frankfurt,Singapore Airlines,SI184,2025-07-31T15:25,2025-07-31T20:25,815,USD
Delhi,Madrid,Qantas,QA616,2025-09-13T15:25,2025-09-14T01:25,116,USD
Beijing,Delhi,American Airlines,AM686,2025-06-27T15:25,2025-06-28T00:25,87,USD
Beijing,Madrid,Lufthansa,LU449,2025-08-16T15:25,2025-08-16T20:25,242,USD
New York,Rome,Delta,DE794,2025-11-13T15:25,2025-11-14T06:25,999,USD
Toronto,Madrid,Air France,AI424,2025-10-22T15:25,2025-10-22T23:25,914,USD
Chicago,Melbourne,American Airlines,AM708,2025-06-29T15:25,2025-06-29T19:25,1438,USD
Moscow,Istanbul,United Airlines,UN371,2025-06-05T15:25,2025-06-06T06:25,637,USD
Dubai,Moscow,Delta,DE394,2025-10-23T15:25,2025-10-24T00:25,288,USD
New York,Sydney,Air France,AI472,2025-08-14T15:25,2025-08-14T19:25,1176,USD
Madrid,London,Emirates,EM563,2025-06-04T15:25,2025-06-04T17:25,1227,USD
Delhi,Madrid,Qantas,QA757,2025-06-29T15:25,2025-06-29T17:25,1433,USD
Istanbul,Rome,Singapore Airlines,SI845,2025-09-27T15:25,2025-09-28T02:25,809,USD
Los Angeles,Delhi,American Airlines,AM780,2025-11-26T15:25,2025-11-26T19:25,646,USD
Moscow,New York,American Airlines,AM514,2025-09-18T15:25,2025-09-18T20:25,1292,USD
Rome,Delhi,Cathay Pacific,CA550,2025-08-29T15:25,2025-08-29T23:25,1273,USD
Delhi,Tokyo,Air France,AI129,2025-08-15T15:25,2025-08-16T05:25,956,USD
Bangkok,Beijing,Qantas,QA821,2025-11-18T15:25,2025-11-19T06:25,1015,USD
Sydney,Chicago,Emirates,EM870,2025-08-04T15:25,2025-08-05T01:25,455,USD
Tokyo,Melbourne,Emirates,EM530,2025-07-05T15:25,2025-07-05T22:25,1291,USD
Frankfurt,Melbourne,Air India,AI261,2025-10-26T15:25,2025-10-27T03:25,1082,USD
Istanbul,Paris,Air France,AI497,2025-07-26T15:25,2025-07-27T05:25,870,USD
Sydney,Singapore,Japan Airlines,JA234,2025-08-15T15:25,2025-08-15T17:25,229,USD
Melbourne,Frankfurt,United Airlines,UN839,2025-07-12T15:25,2025-07-12T23:25,421,USD
New York,Hong Kong,American Airlines,AM443,2025-10-16T15:25,2025-10-17T05:25,524,USD
Dubai,Chicago,United Airlines,UN698,2025-07-18T15:25,2025-07-18T23:25,1196,USD
Hong Kong,Moscow,Turkish Airlines,TU918,2025-07-26T15:25,2025-07-26T22:25,956,USD
Madrid,Singapore,Emirates,EM818,2025-10-13T15:25,2025-10-14T02:25,169,USD
Dubai,Frankfurt,Air China,AI677,2025-06-16T15:25,2025-06-17T01:25,212,USD
Chicago,London,Japan Airlines,JA285,2025-06-22T15:25,2025-06-22T19:25,1481,USD
Toronto,Frankfurt,Cathay Pacific,CA712,2025-11-17T15:25,2025-11-17T19:25,893,USD
Sydney,Melbourne,Japan Airlines,JA221,2025-11-20T15:25,2025-11-20T18:25,354,USD
Tokyo,New York,Delta,DE739,2025-11-17T15:25,2025-11-18T05:25,1081,USD
Chicago,Singapore,Singapore Airlines,SI104,2025-07-01T15:25,2025-07-02T05:25,90,USD
Hong Kong,Chicago,American Airlines,AM928,2025-10-29T15:25,2025-10-29T22:25,346,USD
Los Angeles,Bangkok,Singapore Airlines,SI796,2025-08-04T15:25,2025-08-05T03:25,1288,USD
Moscow,Hong Kong,American Airlines,AM651,2025-06-24T15:25,2025-06-24T22:25,513,USD
Sydney,Beijing,Emirates,EM714,2025-06-22T15:25,2025-06-22T20:25,321,USD
Tokyo,Moscow,United Airlines,UN828,2025-10-27T15:25,2025-10-27T19:25,1286,USD
Singapore,Delhi,British Airways,BR877,2025-10-31T15:25,2025-11-01T06:25,106,USD
Singapore,Chicago,Delta,DE101,2025-11-07T15:25,2025-11-07T22:25,1286,USD
Madrid,London,Lufthansa,LU763,2025-07-18T15:25,2025-07-18T17:25,1097,USD
Toronto,Los Angeles,Lufthansa,LU985,2025-10-12T15:25,2025-10-12T22:25,441,USD
Paris,Melbourne,Lufthansa,LU115,2025-11-19T15:25,2025-11-20T03:25,436,USD
Toronto,Beijing,Japan Airlines,JA607,2025-09-23T15:25,2025-09-24T05:25,988,USD
Frankfurt,Dubai,Air India,AI889,2025-10-12T15:25,2025-10-13T04:25,257,USD
Paris,London,Delta,DE613,2025-07-05T15:25,2025-07-06T05:25,702,USD
Singapore,Frankfurt,Lufthansa,LU649,2025-08-18T15:25,2025-08-19T04:25,1481,USD
Dubai,Paris,Qantas,QA749,2025-07-24T15:25,2025-07-24T17:25,1189,USD
Toronto,Madrid,Emirates,EM934,2025-10-10T15:25,2025-10-11T06:25,529,USD
Delhi,Frankfurt,Air India,AI789,2025-09-24T15:25,2025-09-25T06:25,1340,USD
Delhi,Frankfurt,Air China,AI230,2025-11-02T15:25,2025-11-03T00:25,1355,USD
Bangkok,Chicago,Qantas,QA244,2025-10-16T15:25,2025-10-17T02:25,271,USD
Bangkok,New York,Japan Airlines,JA145,2025-09-17T15:25,2025-09-17T23:25,605,USD
Tokyo,Sydney,Qantas,QA143,2025-06-16T15:25,2025-06-17T04:25,304,USD
Sydney,Istanbul,Air China,AI747,2025-08-05T15:25,2025-08-06T04:25,752,USD
Dubai,Toronto,Lufthansa,LU540,2025-11-29T15:25,2025-11-29T19:25,1396,USD
Melbourne,Chicago,United Airlines,UN683,2025-09-26T15:25,2025-09-27T02:25,836,USD
Bangkok,Madrid,Turkish Airlines,TU336,2025-09-29T15:25,2025-09-29T20:25,309,USD
Frankfurt,Moscow,Emirates,EM391,2025-10-11T15:25,2025-10-11T20:25,772,USD
Delhi,Beijing,Delta,DE475,2025-06-18T15:25,2025-06-19T06:25,795,USD
Hong Kong,Delhi,Japan Airlines,JA599,2025-06-21T15:25,2025-06-21T18:25,1398,USD
Sydney,Madrid,Japan Airlines,JA387,2025-09-17T15:25,2025-09-18T02:25,901,USD
Hong Kong,Delhi,British Airways,BR599,2025-09-08T15:25,2025-09-08T20:25,1026,USD
Melbourne,Madrid,Singapore Airlines,SI980,2025-09-16T15:25,2025-09-16T17:25,913,USD
Sydney,Bangkok,Lufthansa,LU273,2025-07-12T15:25,2025-07-12T17:25,611,USD
New York,Chicago,Japan Airlines,JA335,2025-10-22T15:25,2025-10-23T04:25,566,USD
Frankfurt,Tokyo,Lufthansa,LU560,2025-11-13T15:25,2025-11-13T22:25,285,USD
New York,London,Cathay Pacific,CA425,2025-06-24T15:25,2025-06-24T19:25,1189,USD
Los Angeles,Moscow,Turkish Airlines,TU658,2025-07-17T15:25,2025-07-17T18:25,547,USD
Rome,New York,Lufthansa,LU154,2025-06-17T15:25,2025-06-17T22:25,569,USD
Paris,Bangkok,Lufthansa,LU634,2025-09-29T15:25,2025-09-29T21:25,195,USD
Rome,Los Angeles,American Airlines,AM303,2025-09-27T15:25,2025-09-27T18:25,1304,USD
Singapore,Frankfurt,Qantas,QA452,2025-11-20T15:25,2025-11-20T18:25,1186,USD
New York,Los Angeles,Japan Airlines,JA331,2025-09-09T15:25,2025-09-09T19:25,720,USD
Frankfurt,Bangkok,Delta,DE207,2025-11-11T15:25,2025-11-12T01:25,438,USD
Delhi,Tokyo,Delta,DE732,2025-08-10T15:25,2025-08-11T01:25,1124,USD
Frankfurt,Madrid,American Airlines,AM525,2025-10-08T15:25,2025-10-08T21:25,718,USD
Paris,Istanbul,Turkish Airlines,TU112,2025-11-25T15:25,2025-11-26T00:25,673,USD
Los Angeles,Sydney,United Airlines,UN450,2025-07-05T15:25,2025-07-05T18:25,592,USD
Sydney,Tokyo,Qantas,QA523,2025-09-30T15:25,2025-09-30T18:25,1157,USD
Sydney,Paris,Singapore Airlines,SI167,2025-11-12T15:25,2025-11-12T21:25,898,USD
Toronto,Paris,Air China,AI818,2025-06-05T15:25,2025-06-05T20:25,625,USD
Hong Kong,Paris,Air France,AI723,2025-08-24T15:25,2025-08-24T21:25,1163,USD
Istanbul,New York,Singapore Airlines,SI478,2025-08-20T15:25,2025-08-21T01:25,768,USD
Singapore,Moscow,American Airlines,AM364,2025-11-05T15:25,2025-11-05T23:25,1280,USD
Madrid,Sydney,Cathay Pacific,CA646,2025-06-30T15:25,2025-07-01T01:25,633,USD
Tokyo,Moscow,American Airlines,AM637,2025-09-16T15:25,2025-09-16T17:25,1232,USD
Paris,Singapore,Japan Airlines,JA389,2025-08-25T15:25,2025-08-25T19:25,1240,USD
Singapore,Beijing,Turkish Airlines,TU662,2025-07-24T15:25,2025-07-25T01:25,1416,USD
Madrid,Hong Kong,American Airlines,AM531,2025-06-16T15:25,2025-06-16T19:25,1120,USD
Melbourne,Hong Kong,Air China,AI528,2025-08-02T15:25,2025-08-02T17:25,1170,USD
Toronto,Madrid,Alitalia,AL141,2025-11-26T15:25,2025-11-27T05:25,168,USD
Dubai,Beijing,Air France,AI732,2025-10-26T15:25,2025-10-27T02:25,853,USD
Frankfurt,Toronto,United Airlines,UN645,2025-09-18T15:25,2025-09-19T00:25,856,USD
Chicago,Bangkok,Turkish Airlines,TU373,2025-11-07T15:25,2025-11-07T19:25,82,USD
Moscow,Bangkok,Delta,DE919,2025-08-18T15:25,2025-08-19T04:25,706,USD
Los Angeles,Istanbul,United Airlines,UN538,2025-09-12T15:25,2025-09-12T17:25,1143,USD
Singapore,Paris,Qantas,QA822,2025-10-26T15:25,2025-10-27T05:25,1352,USD
Istanbul,Delhi,Singapore Airlines,SI606,2025-07-29T15:25,2025-07-30T03:25,667,USD
Frankfurt,Paris,Singapore Airlines,SI167,2025-10-24T15:25,2025-10-25T00:25,145,USD
New York,Paris,Air France,AI215,2025-10-24T15:25,2025-10-24T19:25,770,USD
Hong Kong,Sydney,United Airlines,UN868,2025-07-26T15:25,2025-07-26T20:25,281,USD
Los Angeles,Chicago,Alitalia,AL554,2025-07-06T15:25,2025-07-07T04:25,674,USD
Bangkok,Chicago,Air China,AI278,2025-06-22T15:25,2025-06-23T00:25,1273,USD
London,Singapore,Alitalia,AL515,2025-06-23T15:25,2025-06-24T01:25,633,USD
London,Moscow,Delta,DE419,2025-07-03T15:25,2025-07-04T01:25,700,USD
Los Angeles,Dubai,Japan Airlines,JA619,2025-09-11T15:25,2025-09-12T02:25,879,USD
Paris,Dubai,Air China,AI902,2025-11-22T15:25,2025-11-22T19:25,134,USD
Los Angeles,Frankfurt,Delta,DE752,2025-09-10T15:25,2025-09-11T04:25,373,USD
Hong Kong,Tokyo,Singapore Airlines,SI402,2025-06-15T15:25,2025-06-16T00:25,994,USD
Paris,New York,Alitalia,AL748,2025-09-24T15:25,2025-09-24T21:25,734,USD
Chicago,New York,American Airlines,AM241,2025-08-23T15:25,2025-08-23T21:25,733,USD
Sydney,Frankfurt,Air India,AI535,2025-06-04T15:25,2025-06-05T04:25,633,USD
Dubai,Sydney,Air France,AI234,2025-06-04T15:25,2025-06-05T03:25,768,USD
Chicago,Frankfurt,Cathay Pacific,CA575,2025-08-11T15:25,2025-08-12T04:25,643,USD
Sydney,Tokyo,Singapore Airlines,SI152,2025-10-24T15:25,2025-10-25T04:25,1135,USD
Tokyo,Istanbul,United Airlines,UN583,2025-08-08T15:25,2025-08-09T00:25,617,USD
Istanbul,Tokyo,Delta,DE131,2025-06-04T15:25,2025-06-04T21:25,343,USD
Toronto,Istanbul,Singapore Airlines,SI239,2025-09-14T15:25,2025-09-15T06:25,602,USD
Moscow,Singapore,Emirates,EM462,2025-11-28T15:25,2025-11-28T22:25,235,USD
Frankfurt,Bangkok,Japan Airlines,JA947,2025-10-27T15:25,2025-10-27T20:25,447,USD
Melbourne,Singapore,Air India,AI183,2025-11-05T15:25,2025-11-06T02:25,1101,USD
Beijing,Paris,Qantas,QA792,2025-06-19T15:25,2025-06-20T04:25,1235,USD
Chicago,Melbourne,British Airways,BR801,2025-10-06T15:25,2025-10-06T20:25,1166,USD
Toronto,Singapore,Air China,AI913,2025-06-15T15:25,2025-06-16T01:25,1498,USD
Bangkok,Los Angeles,United Airlines,UN632,2025-06-18T15:25,2025-06-18T18:25,1474,USD
Moscow,Delhi,Air China,AI417,2025-11-18T15:25,2025-11-18T20:25,810,USD
London,Delhi,Air China,AI898,2025-09-09T15:25,2025-09-10T03:25,1298,USD
Delhi,Melbourne,Qantas,QA534,2025-07-27T15:25,2025-07-28T06:25,1347,USD
Toronto,Dubai,Cathay Pacific,CA721,2025-08-06T15:25,2025-08-06T19:25,836,USD
Madrid,New York,Alitalia,AL663,2025-09-11T15:25,2025-09-11T17:25,594,USD
New York,Toronto,Lufthansa,LU912,2025-06-12T15:25,2025-06-13T05:25,676,USD
Delhi,Sydney,Japan Airlines,JA185,2025-06-23T15:25,2025-06-24T04:25,1234,USD
Moscow,Delhi,American Airlines,AM671,2025-06-12T15:25,2025-06-13T05:25,334,USD
Moscow,Madrid,Qantas,QA593,2025-07-13T15:25,2025-07-14T03:25,658,USD
Hong Kong,Toronto,Air India,AI289,2025-07-20T15:25,2025-07-21T06:25,797,USD
Rome,Istanbul,Singapore Airlines,SI462,2025-08-20T15:25,2025-08-20T23:25,1021,USD
Moscow,New York,Turkish Airlines,TU837,2025-06-10T15:25,2025-06-11T03:25,630,USD
Chicago,Tokyo,Delta,DE370,2025-11-08T15:25,2025-11-08T17:25,1196,USD
Beijing,Toronto,Singapore Airlines,SI475,2025-08-07T15:25,2025-08-08T01:25,1032,USD
Sydney,Toronto,American Airlines,AM620,2025-11-19T15:25,2025-11-20T04:25,773,USD
Rome,Madrid,United Airlines,UN135,2025-11-21T15:25,2025-11-22T02:25,144,USD
Singapore,Los Angeles,British Airways,BR379,2025-07-15T15:25,2025-07-16T03:25,1182,USD
Tokyo,Chicago,American Airlines,AM405,2025-06-22T15:25,2025-06-23T01:25,972,USD
Delhi,Toronto,American Airlines,AM460,2025-06-18T15:25,2025-06-19T02:25,205,USD
Singapore,Dubai,Cathay Pacific,CA414,2025-07-07T15:25,2025-07-07T17:25,1095,USD
London,New York,Alitalia,AL775,2025-10-22T15:25,2025-10-22T23:25,1448,USD
New York,Sydney,Japan Airlines,JA863,2025-10-01T15:25,2025-10-02T02:25,273,USD
Chicago,Tokyo,Japan Airlines,JA761,2025-06-04T15:25,2025-06-05T03:25,1210,USD
Delhi,Istanbul,Air France,AI484,2025-08-01T15:25,2025-08-02T00:25,767,USD
Frankfurt,Los Angeles,Air India,AI246,2025-08-08T15:25,2025-08-08T18:25,1392,USD
Moscow,Dubai,Turkish Airlines,TU694,2025-07-21T15:25,2025-07-21T17:25,1281,USD
Moscow,Madrid,Alitalia,AL765,2025-06-29T15:25,2025-06-30T06:25,350,USD
Istanbul,Toronto,Singapore Airlines,SI605,2025-07-20T15:25,2025-07-21T04:25,903,USD
Sydney,Delhi,Delta,DE876,2025-09-19T15:25,2025-09-20T00:25,1393,USD
Singapore,Dubai,Turkish Airlines,TU105,2025-08-11T15:25,2025-08-11T22:25,1030,USD
Rome,Dubai,Japan Airlines,JA691,2025-11-14T15:25,2025-11-15T00:25,911,USD
Istanbul,Hong Kong,Air China,AI831,2025-11-11T15:25,2025-11-11T21:25,787,USD
Toronto,Madrid,Cathay Pacific,CA974,2025-11-07T15:25,2025-11-07T19:25,777,USD
Madrid,Los Angeles,American Airlines,AM724,2025-11-11T15:25,2025-11-12T00:25,1497,USD
Sydney,Melbourne,Air France,AI722,2025-11-24T15:25,2025-11-24T18:25,882,USD
New York,Melbourne,British Airways,BR570,2025-10-27T15:25,2025-10-28T06:25,1446,USD
Istanbul,Hong Kong,Cathay Pacific,CA849,2025-09-02T15:25,2025-09-03T02:25,581,USD
Singapore,Hong Kong,Air India,AI868,2025-07-24T15:25,2025-07-24T21:25,464,USD
Toronto,Dubai,Air China,AI848,2025-11-19T15:25,2025-11-20T04:25,718,USD
London,Toronto,United Airlines,UN420,2025-07-25T15:25,2025-07-25T17:25,414,USD
Singapore,Moscow,Alitalia,AL750,2025-07-28T15:25,2025-07-28T21:25,354,USD
Bangkok,Singapore,Air India,AI828,2025-09-16T15:25,2025-09-16T23:25,992,USD
Tokyo,Delhi,Emirates,EM985,2025-09-28T15:25,2025-09-29T06:25,170,USD
Singapore,Beijing,Japan Airlines,JA878,2025-07-03T15:25,2025-07-04T04:25,356,USD
Tokyo,London,Lufthansa,LU259,2025-07-26T15:25,2025-07-27T04:25,1062,USD
Melbourne,Bangkok,Delta,DE875,2025-07-26T15:25,2025-07-27T04:25,996,USD
Dubai,Toronto,British Airways,BR575,2025-11-19T15:25,2025-11-20T04:25,1117,USD
Beijing,Frankfurt,Japan Airlines,JA695,2025-11-14T15:25,2025-11-14T20:25,756,USD
Beijing,Hong Kong,Lufthansa,LU557,2025-09-07T15:25,2025-09-08T00:25,1143,USD
Melbourne,London,Air India,AI203,2025-09-13T15:25,2025-09-14T05:25,1381,USD
Chicago,London,Delta,DE633,2025-09-12T15:25,2025-09-12T22:25,1025,USD
New York,Dubai,Emirates,EM368,2025-10-21T15:25,2025-10-22T05:25,1087,USD
Dubai,Los Angeles,Singapore Airlines,SI791,2025-09-20T15:25,2025-09-20T21:25,494,USD
London,Bangkok,Alitalia,AL594,2025-10-04T15:25,2025-10-05T02:25,910,USD
New York,Toronto,Air India,AI665,2025-09-23T15:25,2025-09-23T17:25,593,USD
London,Hong Kong,Qantas,QA882,2025-07-23T15:25,2025-07-24T01:25,973,USD
New York,London,Singapore Airlines,SI480,2025-10-23T15:25,2025-10-24T00:25,1022,USD
Paris,Istanbul,Air India,AI472,2025-09-09T15:25,2025-09-10T00:25,556,USD
Los Angeles,Dubai,Delta,DE483,2025-07-29T15:25,2025-07-30T05:25,575,USD
Madrid,Paris,Delta,DE866,2025-07-31T15:25,2025-08-01T01:25,605,USD
Sydney,Dubai,Qantas,QA662,2025-09-20T15:25,2025-09-20T22:25,937,USD
Singapore,Frankfurt,American Airlines,AM224,2025-08-20T15:25,2025-08-21T04:25,904,USD
Dubai,Singapore,American Airlines,AM858,2025-11-11T15:25,2025-11-12T05:25,1037,USD
New York,Bangkok,Air France,AI660,2025-11-25T15:25,2025-11-26T06:25,1352,USD
Paris,Rome,Turkish Airlines,TU983,2025-06-11T15:25,2025-06-11T23:25,917,USD
Toronto,New York,Japan Airlines,JA520,2025-11-11T15:25,2025-11-11T19:25,1394,USD
Frankfurt,Bangkok,Qantas,QA314,2025-09-10T15:25,2025-09-11T00:25,115,USD
Los Angeles,New York,Air India,AI805,2025-07-22T15:25,2025-07-23T06:25,881,USD
New York,Hong Kong,United Airlines,UN695,2025-10-08T15:25,2025-10-09T06:25,1056,USD
Delhi,Istanbul,Lufthansa,LU383,2025-06-04T15:25,2025-06-05T03:25,351,USD
Istanbul,Melbourne,United Airlines,UN416,2025-09-27T15:25,2025-09-27T22:25,779,USD
Toronto,Istanbul,United Airlines,UN159,2025-06-05T15:25,2025-06-05T20:25,129,USD
London,Sydney,Air India,AI134,2025-11-27T15:25,2025-11-27T18:25,207,USD
Rome,Paris,Turkish Airlines,TU768,2025-06-09T15:25,2025-06-09T20:25,762,USD
Istanbul,London,Japan Airlines,JA569,2025-10-06T15:25,2025-10-07T05:25,1314,USD
Hong Kong,Los Angeles,Alitalia,AL363,2025-06-15T15:25,2025-06-16T06:25,838,USD
Hong Kong,Istanbul,Qantas,QA963,2025-10-18T15:25,2025-10-19T00:25,1138,USD
Los Angeles,Paris,Cathay Pacific,CA773,2025-07-03T15:25,2025-07-03T18:25,406,USD
Delhi,Beijing,Japan Airlines,JA135,2025-09-25T15:25,2025-09-25T23:25,575,USD
Istanbul,Chicago,Air China,AI931,2025-10-12T15:25,2025-10-13T02:25,695,USD
Tokyo,Melbourne,Alitalia,AL769,2025-09-28T15:25,2025-09-29T04:25,1330,USD
Bangkok,Istanbul,Delta,DE725,2025-11-14T15:25,2025-11-14T18:25,791,USD
Hong Kong,London,Air China,AI304,2025-06-09T15:25,2025-06-09T22:25,1021,USD
London,Bangkok,Singapore Airlines,SI761,2025-06-06T15:25,2025-06-07T00:25,645,USD
Delhi,Beijing,Delta,DE698,2025-11-21T15:25,2025-11-21T20:25,519,USD
Frankfurt,Rome,Air China,AI803,2025-09-21T15:25,2025-09-22T02:25,419,USD
Madrid,Bangkok,Air India,AI919,2025-10-24T15:25,2025-10-25T04:25,1402,USD
Moscow,London,Air China,AI938,2025-07-03T15:25,2025-07-03T20:25,1076,USD
Chicago,Paris,Lufthansa,LU882,2025-10-25T15:25,2025-10-26T02:25,1031,USD
Bangkok,Melbourne,Japan Airlines,JA599,2025-06-10T15:25,2025-06-10T20:25,176,USD
New York,Paris,Turkish Airlines,TU442,2025-07-16T15:25,2025-07-17T04:25,439,USD
Hong Kong,Madrid,United Airlines,UN340,2025-09-07T15:25,2025-09-07T21:25,1313,USD
Beijing,Dubai,Air India,AI124,2025-10-31T15:25,2025-10-31T20:25,1416,USD
Los Angeles,Delhi,Alitalia,AL861,2025-09-12T15:25,2025-09-12T19:25,1170,USD
Istanbul,Rome,Japan Airlines,JA431,2025-09-28T15:25,2025-09-28T20:25,1402,USD
London,Toronto,Japan Airlines,JA790,2025-11-02T15:25,2025-11-02T20:25,247,USD
Hong Kong,Bangkok,Alitalia,AL555,2025-09-24T15:25,2025-09-24T20:25,1012,USD
Istanbul,New York,American Airlines,AM316,2025-09-01T15:25,2025-09-02T05:25,583,USD
Dubai,Delhi,British Airways,BR841,2025-07-05T15:25,2025-07-05T17:25,284,USD
Beijing,Dubai,Qantas,QA935,2025-10-07T15:25,2025-10-07T22:25,468,USD
New York,Toronto,Alitalia,AL790,2025-11-08T15:25,2025-11-09T04:25,378,USD
Paris,London,Singapore Airlines,SI658,2025-11-25T15:25,2025-11-25T20:25,838,USD
Paris,Sydney,Emirates,EM281,2025-07-14T15:25,2025-07-15T01:25,620,USD
Bangkok,Toronto,Air France,AI784,2025-09-26T15:25,2025-09-26T17:25,198,USD
Rome,Istanbul,United Airlines,UN858,2025-06-04T15:25,2025-06-04T21:25,1070,USD
Bangkok,Toronto,Qantas,QA983,2025-11-10T15:25,2025-11-10T23:25,955,USD
Sydney,Paris,Air China,AI292,2025-11-09T15:25,2025-11-10T03:25,792,USD
Hong Kong,Madrid,Air India,AI201,2025-06-28T15:25,2025-06-28T17:25,489,USD
Rome,Chicago,British Airways,BR493,2025-08-19T15:25,2025-08-19T21:25,871,USD
Rome,Hong Kong,Air China,AI779,2025-07-19T15:25,2025-07-20T00:25,143,USD
Beijing,Chicago,Air India,AI599,2025-10-28T15:25,2025-10-28T19:25,525,USD
Frankfurt,New York,Alitalia,AL293,2025-07-18T15:25,2025-07-18T22:25,1467,USD
Paris,Singapore,American Airlines,AM692,2025-11-28T15:25,2025-11-28T18:25,90,USD
Moscow,Frankfurt,Japan Airlines,JA459,2025-11-14T15:25,2025-11-14T18:25,414,USD
Singapore,Hong Kong,Qantas,QA435,2025-06-27T15:25,2025-06-28T02:25,832,USD
Istanbul,Paris,Air China,AI322,2025-07-15T15:25,2025-07-15T23:25,916,USD
Rome,Singapore,United Airlines,UN705,2025-07-30T15:25,2025-07-30T19:25,748,USD
Istanbul,Tokyo,Emirates,EM900,2025-06-12T15:25,2025-06-13T00:25,438,USD
Los Angeles,Dubai,Qantas,QA318,2025-06-11T15:25,2025-06-12T01:25,722,USD
Sydney,Dubai,British Airways,BR888,2025-08-29T15:25,2025-08-30T02:25,773,USD
Melbourne,Frankfurt,Air China,AI229,2025-10-16T15:25,2025-10-16T21:25,289,USD
New York,Paris,Singapore Airlines,SI555,2025-08-15T15:25,2025-08-15T23:25,1436,USD
Madrid,Delhi,Delta,DE657,2025-09-21T15:25,2025-09-22T03:25,825,USD
Frankfurt,Dubai,Japan Airlines,JA885,2025-08-16T15:25,2025-08-16T18:25,1254,USD
Paris,London,Alitalia,AL687,2025-11-03T15:25,2025-11-03T17:25,778,USD
New York,Istanbul,Alitalia,AL900,2025-10-04T15:25,2025-10-05T00:25,837,USD
Istanbul,Dubai,Air France,AI557,2025-07-25T15:25,2025-07-26T04:25,1487,USD
Beijing,Dubai,United Airlines,UN432,2025-09-30T15:25,2025-09-30T19:25,1232,USD
Beijing,Istanbul,Emirates,EM159,2025-11-24T15:25,2025-11-24T19:25,888,USD
Bangkok,Beijing,Cathay Pacific,CA396,2025-11-07T15:25,2025-11-08T01:25,1003,USD
London,Melbourne,United Airlines,UN371,2025-10-18T15:25,2025-10-18T20:25,472,USD
Sydney,Chicago,Turkish Airlines,TU374,2025-10-22T15:25,2025-10-23T02:25,1191,USD
New York,Hong Kong,Turkish Airlines,TU407,2025-06-17T15:25,2025-06-17T21:25,1247,USD
New York,London,Turkish Airlines,TU366,2025-08-16T15:25,2025-08-17T01:25,700,USD
Tokyo,Beijing,Lufthansa,LU794,2025-06-27T15:25,2025-06-27T20:25,1367,USD
Sydney,Chicago,Turkish Airlines,TU782,2025-06-12T15:25,2025-06-13T02:25,1461,USD
Dubai,Hong Kong,Singapore Airlines,SI278,2025-09-26T15:25,2025-09-27T06:25,131,USD
Paris,Delhi,United Airlines,UN456,2025-10-02T15:25,2025-10-02T22:25,371,USD
Rome,Istanbul,Lufthansa,LU242,2025-10-14T15:25,2025-10-15T05:25,275,USD
